Content,Label
ኢትዬጵያን ውስጥ ትግል የሚያቆመው ቅማላም ትግሬ ሲወገድ ብቻ ነው,ጥላቻ
ኢትዬጵያን ውስጥ ዘጠና ዘጠኝ ከድሃው ህዝብ ዘርፈው ሚሊየነር የሆኑት ቅማላም ትግሬዎች ብቻ ናቸው,ጥላቻ
ኢትዬጵያን ደም መፍሰስ የሚደሰቱ ቅማላም ትግሬዎች ይወገዱ,ጥላቻ
ኢትዮጲያዊው ምሁር አቋም የሌለው አውደልዳይ አስመሳይ አድርባይ አሳፋሪ ሆዳም ፍጡር ነው,ጥላቻ
ኢትዮጵያ እምዩ ሀገሬ እንዳልበላንብሽ እንዳጠጣንብሽ የማንም ቅማላም ዘረኛ አፉን ከፈተብሽ,ጥላቻ
ኢትዮጵያ ውስጥ ብቻ ኣንድ ግለሰብ የገዢው ፓርቲ ደጋፊ ወይም ኣባል ከሆነ ሆዳም ባንዳ ኣሽከር ተላላኪ ካድሬ ወዘተ የመሳሰሉት ታርጋዎች እየተለጠፉበት እንዲሸማቀቅ,ጥላቻ
ኣንተ ደንቆሮ ነህ የህዝብህን ሰላም የማያስደስትህ,ጥላቻ
ኤርትራ ወያኔ እንዲወድቅላት ትፈልጋለች ነገርግን መተካት የምትፈልገው ኤርትራን የሚወዱ ቅማላም ትግሬዎችን ነው ጉልቻ ቢለዋወጥ ወጥ አያጣፍጥ ትግሬ ወጥቶ ትግሬ ቢገባ,ጥላቻ
ኤርትራና ትግራይ የተባሉ ሁለቱ ቅማላም ህዝቦች በኦሃዮ ዩኒቨርሲቲ ባህላቸውን ለህዝብ ሲያቀርቡ,ጥላቻ
እስራኤል ውስጥ አሳይለም ጠያቂዎች ኤርትራውያን ናቸው እንገንጠል ብለው ተገንጥለው ምናባታቸው አገኙ ምድረ ቅማላም ትግሬ,ጥላቻ
እስከመቼ እንደዚህ እነዚህ ቅማላም ትግሬዎች ለኢትዮጵያ አንድ ቁና እህል እንኳ ታክስ ከፍለው አያውቁም ለምንድነው ከነዚህ መናጢ ህዝቦች ጋር የምንኖረው,ጥላቻ
እስክንድር ነጋንና ስቃዩን ባሰብኩ ቁጥር ዳንኤል ብርሃነ የሚባል ሆድ አደር ጉቶ ይታወሰኛል,ጥላቻ
እራሱን ወያኔ ብሎ የሚጠራው ወራሪና ዘረኛ ቡድን የበታችነት የሚሰማው ፈሪ ከሃዲና ወራዳ ቡድን ነው በመሆኑም ጨቋኝ  ውሸታምና ጉረኛ ነው በአንጻሩ ጀግና በራሱ ስለሚተማመን ሩህሩህ ሀቀኛና ኩሩ ነው,ጥላቻ
እሽ አዎ ትክክል ናችሁ እያለ ከሚያደነዝዝ አመራር ያድናቹ ሆዳም ድንዝዝ,ጥላቻ
እነዚህ ሆዳም አርቲስቶች ከታሪክ ተጠያቂነት አያመልጡም የተሰጣቸው የጊዜ ገደብ ሊጠናቀቅ በጣት የሚቆጠሩ ቀናት ቀርቷቸው ነገር ዓለሙ በጨለመባቸው ምስኪን ወገኖች ላይ እንዲህ,ጥላቻ
እነዚህ እውሮች መቼም አይገባቸውም እግዚአብሔር መአቱን ያዉርድባችው,ጥላቻ
እኔንም ቆልፋኛለች ኮኪት መሆኑዋን መለወጥ ግን አትችልም ልማታዊ ሸርሙጣ,ጥላቻ
እነዛ ቅማላም ትግሬ ወላጆቿ ከትግራይ ተሰደው ሰባ ደረጃ ነው የነበሩት እንትኗ ሰፊ የሆነች ሚስቱጋ መመላለሱን ለመግለጽ ሰባ ደረጃ የሚለውን ዘፈን,ጥላቻ
እናንተ ዴሞክራሲ ስትሉ ትንሽ አታፍሩም ደንቆሮዎች አላህ ከምድር ያጥፋችሁ,ጥላቻ
እንደ ትግሬ ፈሪ ህዝብ የለም ይህ ቅማላም ትግሬ ከስታር ባክስ ሮጦ ወደ ኢምባሲው እንዴት እንደፈረጠጠ ተመልከቱ,ጥላቻ
እንደ አባባ ጃንሆይ አይነት ህዝባችንን ለምድረ ቅማላም ሳያስደፍረን በነጻነት የሚያኖረን ሰው ያስፈልገናል,ጥላቻ
እንደተሰበሰባችሁ የጨዉ ሀዉልት ሆናችዉ ቅሩ እናንተ ሰው በላዎች,ጥላቻ
እንደው  ግርም የሚል ሆዳም ህዝብ ነው ያላት ኢትዮጵያ ባብዛኛው  ሁሉን ነገር ወያኔ እንዲህ አረገ ማለት  ቆይ ህዝቡ በግ ነው እንዴ ወያኔ ስላለው ብቻ ወንድሙን የሚገለው  የሚነዳው ራሳቸው አያስቡም እንዴ,ጥላቻ
እኛ የምናውቀው አማራ ደግሞ ያንተ አይነት ፈሳም ወረኛና ቅንቅን አልነበረም,ጥላቻ
እኝ ሆዳም ለሆዳቸው ያደሩ ፓርቲዎች ህዝቡን አይወክሉም እነዚህ አይደል እንዴ አንደኛው አዋጁን የደገፉ መቼም ቢሆን አትመረጡም ጃጃታም ሽማግሌ ሁላ,ጥላቻ
እኮ ልብሱ ራሱ የለማኞች ይፀዳል እጁ ቆሻሻ እንዴት በዛ እጅ እንጀራ እንደሚበላ እንጃ ስልኩ የተሰባበረ ሰካራም ጫት ነገር,ጥላቻ
እውነተኛ ምርጫ ቢደረግ አንድ ድምፅ አያገኙም ምክንያቱም ህዝቡ አያቃቸውም በእርግጥ አየለ ጫሚሶ ባለሁለት እግር የበረከት የጭነት አህያ መሆኑን እናውቃለን,ጥላቻ
እውነት ለዚህ ውትፍትፍ ሆዳም ህዝብ መስእዋት መሆን ያስፈልጋል ሰላም ወዳጆቼ እንደምን ከረማችሁልኝ ከረጅም ጊዜ የማሰላሰል ቆይታ,ጥላቻ
እውነት ቢሆን ጥሩ ነበር ትግሬ የተባለ መሰቃየት አለበት ይችንም ቅማላም ትግሬ ይዘው ቢገሏት ጥሩ ነበር ለማንኛውም አንቡት,ጥላቻ
እውነት ያውቃሉ  በአለም ላይ ይፈለግ ቢባል እንደ ሕወሃት ውሸታም መሰሪ ተንኰለኛ ሤረኛ ወንጀለኛ ዘራፊ ስስታም ሆዳም ዘረኛ በቀለኛ በፍፁም አለመኖሩን ያውቃሉ,ጥላቻ
እውን አንተ መምህር ነህ ሆዳም ህንጻው ባልደረቀ ዩኒቨርሲቲ ውሥጥ ተሰግሥገህ የሀገሬን ደም የምትመጥ ትል ነህ  የእህትህን የነገ ተሥፋ እግርህ ሥር ባለ,ጥላቻ
እዚህ አሜሪካ ውስጥ  ሰለሞን የማነ ብርሃን የተባለ ቅማላም ትግሬ ሁለት ቢራ ሰርቆ ሊያመልጥ ሲል ባለቤቶቹ ልብሱን አስወልቀው ሊይዙት ሲሉ በፖንት ብቻ አመለጣቸው በኋላ ግን ተያዘ,ጥላቻ
እዛው በተሰበሰቡበት በእሳት ማጋየት ነበር የትግሬ ጥርቅም ባንዳ ደም መጣጮች ዲያቢሎስ,ጥላቻ
እየገደሉ ሰዎችን ከተወለዱበት ሃገር እያፈናቀሉ ተሳስተን ነው የሚል ደደብ አገዛዝ ካልተገረሰሰ ሰላም የለም,ጥላቻ
እያንዳንዱ ትግሬ ዛሬ ላይ ምን እያለ ነው እኛ ከለለን ኢትዮጵያ ይበታተናል እኛ እየገደልን እየዘረፍን እያሳደድን እንኑር እያሉ ነው እያንዳንዱ ሰው ለድሞክራሲ ለፍትህ ነው የምታገለው እንጅ ይህ የምባለው የመቀሌ ትግሬ እንደምረጨው ጥላቻ አይደለም ድል ለሰፊው ህዝብ ሞት ለገዳይ ለአስገዳይ ትግሬ,ጥላቻ
እጁ በደም ከተጨማለቀ ስርዐት ጋር ያበረ ተለጣፊ ሆዳም ሁሉ ለፈሰሰው ደም ተጠያቂ ነው,ጥላቻ
ኧረ ሆዳም ይሻላል እሱ አጋስስ ነው የማይጠረቃ አጋስስ እኔ ላውራምባ ጋዜጣ ያወጣሁት ብር እነዴት እንደሚቆጨኝ,ጥላቻ
ኧረ በጣም የሚያሳፍር ነው  ሲራክ ክፍለማርያም አርአያ የሚባል አንድ ቅማላም ትግሬ በሚባል ትልቅ መንገድ ላይ በግሩ ሲሄድ  ፖሊሶች አስቆሙት  በአሜሪካ ህግ,ጥላቻ
ከሀገር ቤቱ ሆዳም ካድሬ ይልቅ በውጭ ሀገር የሚኖረው ህሊናውን ለገንዘብ የሸጠ ካድሬ ማየት በጣም ይዘገንናል,ጥላቻ
ከማንም ሆዳም ጋርማ ታማኝ አይወዳደርም ለፍቶ ላገነኘው ክብር ደግሞ መመስገን ሲያንሰው ነው,ጥላቻ
ከንባታነቱን ከድቶ በኦህዴድ አሽከርነት ደፋ ቀና የሚል ሆዳም,ጥላቻ
ከአሸባሪዎች ሲጠብቀን የነበረው የኢትዮጵያ ደህንነት ጉልቤነቱ እስከ አስኮ ድረስ ነው ፈሳም ሁላ,ጥላቻ
ከእንስሳ የማይሻሉና ማሰብ ከተሳናቸው ሆዳም የወያኔ አሽከሮች አንዱ አባ ዱላ ገመዳ እንደሆነ ለቡዙዎቻችን ግልጽ ነው,ጥላቻ
ከወያኔ ጋር ሁሉም አይነት አማራጭ ተቀምጧል ብለው የግብጹ ፕሬዝዳንት ተናገሩ ምድረ ቅማላም ጉድ ፈላበት,ጥላቻ
ከጠላት ቅማላም ትግሬ ጋር መኖር አንፈልግም በቃን,ጥላቻ
ከጫወታ ውጪ ያስወጣ እባብ ይሄ እባብ በነገራችን ላይ ትግሬ ተድሮለት ቱባ ባለሀብት ሆናል በአሁን ሰአት ይሄን እባብ መግደል የፅድቅ ስራ ነው ይሄን የትግሬ እረንጋዴ ልማት ማጅራት መቺ ማጅራቱን መምታት አንገብጋቢ ጉዳይ ነው በአሁን ሰአት ድባይ  ባለ ብ ሆቴል ባለቤት ሲሆን ሀገሩን በተማረበት ጥሮ ለፍቶ ይዞ የገባውን ወገን ከትግሬ ወርቅ ህዝብ ጋር በመሆን ስንቱን እራቁቱን አስቀርተው ስንቱ በገባ እግሩ ባዶውን ወደ ዲያስፓራ ተመልሳል  በአሁን ሰአት በዘመዶቹ ስም ያደረገውን ሀብት የገዛውን ቤት በማሻሻጥ ከኢትዮጵያ አምልጦ ሊወጣ መሆኑን ተሰምቷል ወገን ይሄን እስስስት ሳይወጣ እርምጃ በተገኝበት ይወሰድ ሳምሶን ማሞ ልማታዊ ዘራፊ ይህ ማፍያ እንዳያመልጣቹ እናሳስባለን,ጥላቻ
ኩላሊት ያለው ደውሎ አንተ ወዲ ሸርሙጣ ማለት ይቻላል,ጥላቻ
ክፍት አንተ ባንዳ ሻእብያ አሁንሰ አታመልጥም የትም ኑር አዋጅ እጀችኡ ረጃጀም ናችው ዘረኛ ዘር አባትህ ይጥፋ ሁከት ፈጣሪ ጭንቅላት ይዘህ ኢትዬጵያዊ ነኝ ማለት ያከትማል,ጥላቻ
ኮርተንባችኋል  ወያኔና ሆዳም ደጋፊዎቹ ከጸረ ህዝብ ድርጊታቸው እስኪቆጠቡ ድረስ እንደዚህ በህዝባዊ እምቢተኝነት እንቅስቃሴ,ጥላቻ
ኮተታም ካድሬ አዋቂ መሳይ ግልብ አቃጣሪ ሆዳም ቢባል ይገልፀዋል,ጥላቻ
ኮካና መሀል ሰፋሪ አንቆና ደብድቦ ከሚገል መንግስት ጋር አንሶላ እየተጋፈፉ ስለ ኤርትራ ያወራሉ ሸርሙጣ ሁላ,ጥላቻ
ወሬ ስትችል ቅማላም ትግሬ ቆርቆሮ እራስ,ጥላቻ
ወይ ጉድ ክብሮም ብሎ አማርኛ ዘፋኝ ጉድ እኮ ነው እነዚህ ቅማላም ትግሬዎች ሁሉንም ወሰዱት እኮ የአማርኛ ቋንቋችንን ዘፈን እንኳ አናዘፍንም አሉን,ጥላቻ
ወይኔ ወንድሞቼና እህቶቼ በኢትዮጵያ የነቃ ሕዝብ ላይኖር ተወስኗል ሆዳም የሃገር ፍቅር የሌለው አድርባይ በራሱ ማሰብ የማይችል እንደ ጠሚ,ጥላቻ
ወገን ሆይ ነጻነት ለማግኘት ከፈለግህ መዋጋት ያለብህ ራስህ ነህ ይህች አናጎሜዝ የተባለች ብስብስ አሮጊት ለኛ የምትታገል ትመስላለች እንጂ እንደምታያዩዋት ከዚህ ቅማላም ትግሬ ጋር,ጥላቻ
ወገኖቼ የዛሬው በአል የዓድዋ ድል በአል ነው ይህ ድል በብዙ ኢትዮጵያዊያን ጀግኖች የተገኘ የደም ውጤት እንጂ ሆዳም ምሁራኖች ያዘጋጁት ቲያትር አይደለም,ጥላቻ
ዋና ሃላፊ የሚለውን ተመልከቱ ካህሳይ የሚባል ቅማላም ትግሬ ነው,ጥላቻ
ዋይ ይቺ ሸርሙጣ ኤርትራ ባትኖር አቡነአረጋዊን ከህዳሴው ግድብ ወደ መንግስተሰማያት ለባለራእዩ መሪያችን ጫት እንልክ ነበር,ጥላቻ
ዋይ ዋይ አንተ ሸርሙጣ አትጨቅጭቀኘ የሁለት ስዓቱ ዜና ጠብቅ አልኩህ እኮ ማብራሪያውን በዝርዝሩ ላይ እዛ ታገኝዋለህ,ጥላቻ
ውሻ የወያኔ አቃጣሪ ነው ይሄ ቅማላም ትግሬ,ጥላቻ
ፋራ ሌባ ተራራ ይሰርቃል ጅብ ሌባ ሕንፃ ይጠፋበታል ሆዳም ሌባ ወልቃይትን ሊሰርቅ ሲል ተይዟል ደም መጣጭ ቫምፓየር,ጥላቻ
ዋይ ዋይ አንተ ሸርሙጣ  ባንዳ አትጨቅጭቀኘ,ጥላቻ
ህዝባችን ጭዋነት በተላበሰ አስተሳሰብ ለዋልያዎቹን በመደገፍ ውጤት እንድያስመዘግቡ ድጋፍ መስጠት አለበት,መልካም
ህዝባችንን መርዳት ያለብን ከዛ እርኩስ ክልል ወጠው ወደ ሀገራቸው ተመልሰው እንዲቋቋሙ እንጂ,መልካም
ህዝባዊ ዝግጅቶች በነውጠኞች ዛቻ ይሰረዛሉ ለምሳሌ በጎንደር እና ባህርዳር ለጠሚ አብይ ድጋፍ የሚደረግ የጎዳና ሩጫ ዝግጅት ተሰርዟል,መልካም
ህዝቤ ሆይ ከተኛህበት ንቃ የኛው ሽህ ዋዜማ መሆኑን እረሳነው መሰለኝ,መልካም
ህዝቤ ሆይ ለመስማትም ሆነ ለማየት ቦታ የለንም ዶር አብያችን ከነደጋፊዎችህ ኑርልን,መልካም
ህዝቤ ሆይ የህዝብን የልብን ህመም የሚያክም አባት ተሰጥቶናል መንገዱን አሳይቶናል መራመዱም የድርሻ ነው በዚህ ዘመን ዘረ የሚል ውዳቂ ቃል ለመስማትም ሆነ ለማየት ቦታ የለንም ዶር አብያችን ከነደጋፊዎችህ ኑርልን,መልካም
ህዝቤ ግን ምን ነካው በየቦታው ሰው እየታረደ እየተፈናቀለ የምን አሸወይና ነው ታች ወርዶ ሰራ እንፈልጋለን,መልካም
ህዝብ ሚፍልገው ህገመንግስት ላይ መፃፈን ሳይሆን ተግባራዊ ሆኖ በአይን ማየቱን ነው,መልካም
ህዝብ ምን አረገ ልብ ያለው ከጥፋተኞቹ ጋር ይፋለም የትግራይ ህዝብም እኮ እንደሌላው በህወሀት ተጎድቶዋል,መልካም
ህዝብ ሳይመርጠው ህዝብን መርጦ በህዝብ የተመረጠ መሪ አቢይ,መልካም
ህዝብ ሲወዲህ እንዲህ ነው,መልካም
ህዝብ በአገሩ የሚሰቀልበት የሚገደልበት በዘሩ የሚጠፋበት ይዘህ መዞር ያሳፍራል ህዝብ አጨብጫቢ ሁኖ እንጂ አስተውሎ አይደለም እውነተኛ ጥያቄና ህገ መንግስት ለምን አይከበርም ስንቱን አየን አለም እየሳቀብን ብናጨበጭብ ዋጋ የለውም መሪ በተግባሩ ይከበራል,መልካም
ህዝብ አልባ መንግስታዊ ሽብር ለድል የተቃረበን የህዝብን የድል ችቦ አያጠፋውም,መልካም
ህዝብ እያለው ነው ወያኔን ማስቆም አቅቶት የወልቃይት ህዝብ እየረገፈ ነው ሆ ብሎ መውጣት በቃ አያስፈልግም,መልካም
ህዝብ ካንተ ጋር ነው በርታ,መልካም
ህዝብን ለማጋጨት የምትጥሩ ጥቂት አማራ ነን ባዮች ብትጠነቀቁ ነው የሚሻለው እባናውቃችሁ እኛንም ባታውቁን ምን ልትሉ ነበር ሱሪያችንን ድብን አድረጋችሁ ነው የምታውቁት እምቡር ብትሉ ሱሪ አይሆንባቹም ራያም ሆነ ወልቃይት ተኝታችሁ በህልም ብቻ ነው የምታገኙት,መልካም
ህዝብ እያለቀ ስደውል እንኩዋን የማይድርስ አመራርህን አቅፍህ ተቀመጥ ማንም አያምንህም አስመሳይ,መልካም
ህዝብ እያለቀ የምን ስብሰባ ነው,መልካም
እንቦጭ ጨምሯል ቀንሷል ወሬ አይደለም ለዚች አገር ሚያስፈልጋት በተግባር የተደገፈ ስራ እንጂ,መልካም
ህዝብ ጣናን ለመታደግ የቻለውን ያህል እያደረገ ነው የክልሉ መንግስት ግን ወሬ እና አስተያዬት በሚዲያ ከሚሰጥ አቅሙን አጠናክሮ ሙሉ ለሙሉ እንቦጭን ከጣና ለማስወገድ አይሰራም,መልካም
ህዝቦች አብሮ መኖር ይችላሉ ፓለቲከኞች ግን አብሮ መኖር አይችሉም ይህ አውቃቹ ለህዝባቹ ስሩ እድገት አስቡ,መልካም
ህይወት ማለት ይቺ ናት ከላይ አንበሳ ሲያሯርጠው ኑሮ ከታች በአዞ የተሞላ ገደል ሞት የያዘውን ሀረግ የሚቆርጥበት ጥቁርና ነጭ አይጦች ቀንና ሌሊት እለት ተእለት ቀኑ እየተቆጠረ እና የሞቱ ቀን እየተቃረበ እሱ ግን ሁሉን ነገር እረስቶ እንደ ማር ጣፋጭ የሆነችውን ህይወት ይልሳል,መልካም
ህዳር በአለመ መላእክት ያሉ አእላፍ መላእክት በአለ ሲመቱን ተሰብስበው ያከበሩበት ቀን ነው ዕለቱ ምነ አእላፍ መላእክት ይባላል,መልካም
ህዳር የተሾመበት ዲያብሎስን ድል የነሳበት ህዝበ እስራኤል የመራበት እለት ነው,መልካም
ህገ መንግስቱ ህገ መንግስት ሳይሆን ሂሳባዊ የስሌት ቀመር ነው,መልካም
ህገ መንግስቱ አማራን አይወክልም,መልካም
ህገ መንግስቱ ከአማራ ጋር አይተዋወቁም ስለዚህ በሌላ መንገድ ይሻላል,መልካም
ህገ መንግስቱና ህዝቡ ማእከል ያደረገ የምትለው ሀረግ ለኔ አልተመቸችኝም ህገ መንግስቱ ብቻ መሆን ነበረበት,መልካም
ህገ ወጥ የጦር መሳሪያ ዝውውርን ለመከላከል ቁጥጥር እየተደረገ ነው,መልካም
ህገ ወጥ ግለሰቦችና ድርጅቶች መንግስት የውጪ ሀገር ህጋዊ የስራ ስምሪት ጀምሯል በሚል የሚያናፍሱት ወሬ ሀሰት መሆኑን የሰራተኛና ማህበራዊ ጉዳይ ሚኒስቴር አስታወቀ,መልካም
ህግ መንግስት የለም,መልካም
ህግ ቢኖር የሞት ፍርድ ነበር,መልካም
ህግ ተጣሰ አዎ ህግ ተጣሰ ግን ህግ የተሰራው ለሰው ልጅ እንጂ የሰው ልጅ ለህግ አልተሰራም ህግ አልባ አገር ሀገሪትዋ የውሸት ድራማ እየሰራች ነው ህግ አልፈታው ያለውን በምን አግባብ ይፈታ ህግ አራዊቱ ካልተቀየረ ለውጥም ሰላምም አይመጣም ህግ እና መንግስት ባለበት ሀገር ማንኛቸውም ጥያቄያዎች በስርአቱ ብንጠይቅ እና ተማሬዎች በተረጋጋ መንፈስ ወደየ ተመደቡበት በሰላም ቢጎዙ እና የፌደራል መንግስት ጣልቃ በመግባት ጎዳዩ በሰላም ቢፈታው ጥሩ ነው ህግ የበላይነት ይከበር ማለት ያለምንም ጥፋት ወጣቱን አፍኖ ማሰር ነው ፍትህ ያለ አግባብ ታፍነው ለታሰሩት የአዲስ አበባ ወጣት ህግ ይከበር ህገ አራዊቱ ይሻሻል ህግ ይከበር ግም ለፍርድ ይቅረብ ህዝብ አለቀ ህግና መመሪያ ጥሶ እንደ አዲስ በተወካዮች ም ቤት አዲስ የብልጠት አዋጅ በማውጣት በአክራሪ ጸረ አማራ ኦነግነቱ የተመሰከረለትን ታከለ ኡማንቱ ነዋሪዋ አማራ ለሆነውየመላው ኢትዮጵያ መኖሪያ የሆነችውየአገሪቱና የአፍሪካ መናገሻ የሆነችው አዲስ አበባ ከንቲባ አድርጎ ሹሟል ሆን ብሎ በታከለ ኡማ በኩልም የአዲስ አበባን ከፍተስልጣኖችመሬትወዘተ በኦሮሞ እንዲወረር ማስደረጉን ስንመለከት በአጠቃላይ አብይ በአፉ ህዝብ የሚደልልና የሚያጭበረብር አፈ ቅቤ ልጩቤ ለኦሮሞ ያደላ ጥንብ ዘረነው ብለን እንድናምን ከበቂ በላይ ማስረጃዎች አሉን ህግና ስርአትን የማስከበር ሀላፊነቱን በመወጣት በአገርና ህዝብ ላይ የተደቀነውን አደጋ ተገንዝቦ የማስተካከያ እርምጃ እንዲዎስድ ህግን ተከትሎ ሲሄድ ለምን ያስጨርሰናል ህግን ጥሶ ሲያስር ለምን ያሳፍሰናል,መልካም
ህፃኑን አፋናቹት ነው እንጂ ሲሮጥ አይቻለሁ ነው ያለው ውሸታም,መልካም
ህፃን ልጅ ነው እንዴ ለምስክር እና ለአይን እማኝ የሚፈለገው ምክንያቱም አይዋሽም እንደ እናንተ ህፃን አይዋሽም,መልካም
ሆሆይ እግሬ ሆይ ቀስ ብለህ ተራመድ,መልካም
ሆሳዕና ማለት የዕብራይስጥ ቃል ነው ሆሻአና ሲባል ትርጒሙም አቤቱ አኹን አድን ማለት ነው ይኽ በአለ ሆሳዕና  ዐበይት የጌታ በአላት ውስጥ ሲኾን ኪሩቤል ሱራፌል በፍርሀት በረዐድ ኹነው ዘፋኑን የሚሸሙት ጌታ በትህትና በአህያና በውርንጫይቱ በትህትና ተቀምጦ እየተመሰገነ ወደ ቤተ መቅደስ የገባበትየዘካርያስ ትንቢት የተፈጸመበትህዝቡ ዘንባባ ይዘው የዘመሩበትህፃናት በንጹህ አንደበታቸው ሆሳዕና ብለው ያመሰገኑበት ታላቅ በአል ነው ሆሳዕና አስቀድሞ ካለው ረቡዕ ጀምሮ የሚታሰብ ታላቅ የቤተክርስቲያን የበአል ቀን ሲሆን በዚሁ ሰንበትና በዋዜማዎቹ ዕለታት የሚዘመረው ጾመ ድጓ ሆሳዕና በአርያም ሆሳዕና ለወልደ ዳዊት ዕለተ ሆሳዕናሁ አርአየ  ወዘተ  በማለት ሆሳዕና የሚለውን ቃል ቅዱስ ያሬድና ሌሎችም አባቶች በየቦታው እየጠቀሱና እየተዘመረለት በአህያ ውርንጭላ ላይ ተቀምጦ ኢየሩሳሌም የገባበትን ሁኔታ እየተረከ ስለሚዘመር ይህ ሰንበት በጌትነትና በክብር በውዳሴና ቅዳሴ ሆሳዕና በአርአያም እየተባለ በሽማግሌዎችና በህፃናት አንደበት በድንጋዮችም ልሳን ሳይቀር እየተመሰገነ ወደ ቅድስት ሀገር ኢየሩሳሌም በክብር ሲገባ ለሰጣቸው ለተቀደሰ ሰላሙና ፍቅሩ መታሰቢያ ሆኖ የተሰጠ ነው ሆሳዕና ከስምንቱ የዐቢይ ጾም እሁዶች አንዱና የመጨረሻው ሳምንት ተብሎ የሚጠራው ከትንሳኤ ቀድሞ የሚገኝ የህማማት መግቢያ ዋዜማ ነው ሆሳዕና ከረቡዕ ጀምሮ የሚታሰብ ታላቅ የቤተክርስቲያን የበአል ቀን እንደሆነ ይታወቃልይህ በዚሁ በአለ ሰንበትና በዋዜማዎቹ ዕለታት የሚዘመረው ጾመ ድጓ ሆሳዕና በአርያም ሆሳዕና ለወልደ ዳዊት ዕለተ ሆሳዕናሁ አርአየ  ወዘተ  በማለት ሆሳዕና የሚለውን ቃል ቅዱስ ያሬድና ሌሎችም አባቶች በየቦታው እየጠቀሱና እየተዘመረለት በአህያ ውርንጭላ ላይ ተቀምጦ ኢየሩሳሌም የገባበትን ሁኔታ እየተረከ ስለሚዘምር ይህ ሰንበት በጌትነትና በክብር በውዳሴና ቅዳሴ ሆሳዕና በአርአያም እየተባለ በሽማግሌዎችና በህፃናት አንደበት በድንጋዮችም ልሳን ሳይቀር እየተመሰገነ ወደ ቅድስት ሀገር ኢየሩሳሌም በከብር ሲገባ ለሰጣቸው ለተቀደሰ ሰላሙና ፍቅሩ መታሰቢያ ሆኖ የተሰጠ ነው ሆሳዕና የኢትዮጵያ ኦርቶዶክስ ተዋህዶ ቤተ ክርስቲያን እምነት ከስምንቱ የዐቢይ ጾም እሁዶች አንዱና የመጨረሻው ሳምንት ተብሎ የሚጠራው ከትንሳኤ ቀድሞ የሚገኝ የህማማት መግቢያ ዋዜማ ነው,መልካም
ሆኖም በሳውድ የምትኖሩ ይሄ የሳው መንግስት አዋጅ የሚመለከታችሁ ወገኖች የሂወት ትረፍና ኪሳራችሁን በማመዛዘን የሚበጀውን ለማድረግ ባትቦዝኑ መልካም ነው,መልካም
ሆኖም ይህ ሹመት ፖለቲካውን ለማረጋጋት ከሆን መልካም  የአአ ጉዳይ ግን በአይን ቁራ መከታተል ይኖርበታልጠ ምንስትሩም ቢሆን የአአ ጉዳይ ላይ ውጥ የሆነ መመርያ መስጠት አለባቸው,መልካም
ሆይ መቅበጥ እብደትም ጭምር ነው ኢትዮጵያ ናይጀሪያ ታሪክ ያበላሻል በእውነት,መልካም
ሆዱን ታሞ ለምርመራ የመጣውን ልጅ ፓንትህን አውልቅ ያለችው ዶር የት ነው የተመረቀችው,መልካም
ኋላም በጌታ ፈቃድ ከተቀሩት ሀዋርያት ጋር ተገናኘ ሀዋርያትም የእመቤታችንን ነገር እንደምን እንደኾነ ሲጠይቁት ርሱም በገነት ያየውን ነገር ነገራቸው እነሱም ይኽነን ታላቅ ምስጢር ዮሀንስ አይቶ እኛ ሳናይ ብለው ሱባኤ ነሀሴ ዠመሩ ነሀሴ ቀን በኹለተኛው ሱባኤ ጌታ የእናቱን ስጋ አምጥቶ ሰጥቷቸው በጌቴሴማኒ ቀብረዋት በተወደደች ዕለት ነሀሴ በልጇ ስልጣን ተነስታ ዐርጋለች,መልካም
ለ ሁለት አስርት አመታት ልብን ሆድና ጀርባ ላደረጉዋት ፍቅር ሀያል መሆኑን ከገባቹ አውን እንኩዋን ተማሩ ሰላም ፍቅር ለ ኢትዮጵያ ኤርትራ,መልካም
ለ ለውጥ የተዘጋጁ ጀግናዎች መልካም የስራ ዘመን,መልካም
ለ ቅማንት ና አገው ህዝብ ያላማከለ ጉባኤ ገደል ይግባ,መልካም
ለሀገር ጥቅም ተብሎ አውነቱ ሊደበቅ ይችላል ምክንያቱም አሁን ባለው ወቅታዊ ሁኔታ አውነቱ ቢነገር ለሀገር ጐጅ መስሎ ከታየ አራሱን አጠፋ ሊባል ይችላል ፓለቲካ ነውና,መልካም
ለሁለቱም አገሮች ሰላም ወሳኝ ነው እግዚአብሄር መጨረሻውን ያሳምርልን,መልካም
ለሁሉም ነገር ፈጣሪን እናመስግን ላአተም እድሜ ይስጥህ አብያችን,መልካም
ለሁሉም እቺን ቀን ማየት ከባድ ነበር እግዚአብሄር ይመስገን እግዚአብሄር ይመስገን እግዚአብሄር ይመስገን ይህንን ለውጥ ያሳየን የእግዚአብሄር ክንድ አሁንም በቀጣይ ሊምረን ሊረዳን ከእኛ ጋር ይሁን ኢትዮጵያ እግዚአብሄር ይጠብቃት ህዝቦቿንም የአንድነት መንፈስ ያልብሳት,መልካም
ለሁሉም የሀገራችን ህዝቦች መልካም አዲስ አመት እንዲሆንልን ምኞቴ ነው,መልካም
ለሌው ዘረ እያልክ አንተ ግን ስልጣን ለምን አልተሰጠኝም ወይም ያንተ ዘሮች እንዳኔ ስልጣን ለምን አልተቆጣጠሩም ብለህ ትጮሀለህ ከዚህ በኋላ በስልጣን መዝረፍ ቀረ,መልካም
