Content,Label
አንቺ እርኩስ ሸይጧን እንዳንቺ አይነት አሳማ የት ታውቂያቸው አለሺ እሳቸውን ቀርቶ እናትሺን አታቂያትም ስግብግብ ጥንብ አንሳ መጋዣ አለም ላይ እንዳቺ ቆሻሻ አለ ፊዳከ አቢ ወኡሚ ያረሱላህ,ጥላቻ
አንች ልጅ አንድ ነገር ልምከርሽ እዳልሽው ነብዩ ሙሀመድም ይሁን ማንኛችንም ሰው ሁነን የተፈጠርን ጾታዊ ስሜት አለን አንች ግን እደነውር ቆጠርሽው አንች እደማትሰሪው ግን ህሊና ቢኖርሽ በዚህ በተፈጥሮ ህግ ላይ ማንም ኮሜንት ሲሰጥ አይታይም እኳን በነብይ ስም በተራ ሰው ላይም ማላገጥ የለብሽም ነበር ግን እስልምናን ያንቋሸሽኩ መስሎች ከሆነ እራስሽ ቆሻሻ እደሆንሽ እወቂው ይሄን ያደረግሽውን ስትገመግሚው እስልምና ይገባሻል ለነብዩ ሙሀመድም ክብር ይኖርሽ ይሆናል,ጥላቻ
አንች ሰይጣን አይበቃሽም ከእላይ ወረድ በይ ኮተት ዱቄታም ነገር ቲሽ ዱሮም ከንብ እንጂ ከዝንብ ምን ይጠበቃል ዝንብ ደደብ ነሽ በሰው ሀይማኖት እየገባሽ ከመፈትፈት አንች እራስሽ ወዴተፈጠርሽበት ሀይመኖት ግቢ ምን አይነት ከብት ነሽ በአላህ አላህ የስራሽን ይስጥሽ አንች ቆሻሻ በአንች አፍ አይጠሩም የውድ ነብይ ሰለላሁ አለይሂ ወሰለም ለነገሩ አንችኮ ሳትሞቺ የሞትሽ ነሽ መቀሳቀስሽን አትይ የለሽም ይድፋሽ አቦ,ጥላቻ
አንች ቆሻሻ ምነው ክብርሽን አልጠብቅ አልሽ ግን የርሱላችን ስም አንች ልትስይው ይቅርና ስማቸውን መጥራት አትችይም አንእ ልቅምቅም ፊዳካ አቢ ወኡሚ ወነፍሲ ያርሱለላህ,ጥላቻ
አንች ቆሻሻ ብታሪፊ ጥሩ ነው ,ጥላቻ
አንች ደደብ ቆሻሻ የት ታቂዋለሽ ስለማታቂው አይደል በስእል እምታምኝው,ጥላቻ
አንች ገገማ ቆሻሻ ያአእምሮ ድሀ ነሽ በጣም ዝቅ ያለ አስተሳሰብ ያለሽ እንኳን  ስለሙስሊም ስለራስሽም እምነት አታወቂም ፈጥሮ የረሳሽ,ጥላቻ
አንች ግን እብድ ነሽ ልበል የሆንሽ አህያ ነገር ምን አይነት ባለጌ ቆሻሻ ፍጡር ነሽ ደደብ ባንች ቤት ስልጣኔ መስሎሽ ይሆናል አንች ዝቃጭ,ጥላቻ
አንችን እራሱ ሸይጧን የበዳሽ ነሽ አባሙራ ከነልጅልጆቹ የበዳሽ ነሽ ጥንብ ቆሻሻ ግም ነሽ ,ጥላቻ
አንች አህያ ወላሂ ነው የምልሽ ባገኝሽ አረድሽ ነበር ወላሂ ወላሂ አንገትሽን እቀላልሽ ነበር አልደራደርም አንች ምናምቴ ስሜ ደግሞ ቆይ አይቀርልሽም ከቆሻሻ ነገር መቸም አወገጂም እሰሳ እንኳን ካንች ይሻላል ቆይ እቱቱቱቱ,ጥላቻ
እርግጠኛ ነኘ እቺ ክርስቲያን አትወክልም ማለቴ እስላም ክርስቲያን ተከባብረን ነው እምንኖሮው እቺ ቆሻሻ እንድህ አይነት ሰዎች አላህ ከምድር አኡዝቢላህ,ጥላቻ
እነዚህ ቆሻሾች እንዴት ወደ ቆሻሻው መጣል አቃተን  ,ጥላቻ
እናተ ቆሻሻ ናችሁ እሽ,ጥላቻ
እናትሽን ቆሻሻ ግም ነሽ እሺ የትም አታመልጭም ዞሮ ዞሮ አፈር መግባትሽ አይቀርም በቅርቡ እመኝኝ ቀብር ይጠራሻል ያነ ላደረክሽው ስራም ሆነ ላልሽው ቃል መልስ አዘጋጅበት ጀሀነም ውሰጥ ትወረወርያለሽ ግፊበት,ጥላቻ
እናንተ ቆሻሻ ነፍጠኞች ለምን የትግራይ መንግስት አቋም አታደርጉትም  ,ጥላቻ
ቆሻሻውን የዘረኝነት አስተዳደር በኢትዮጵያ ምድር የዘራው ቆሻሻውና ዘረኛው መለስ ዜናዊ ጦስ መልሶ ለትግራይ ህዝብ ስጋት ሆኑዋል ,ጥላቻ
ቆሻሾች ፈሪወች ሆድ አደር ባለስልጣን,ጥላቻ
ቆሻሻ ዘር ከመቁጠር አትለፍ,ጥላቻ
ሚኒሊክ ቆማጣ ነው,ጥላቻ
አማራ ቆምጨ ቆማጣ ለማኝ እንቦጭ ኩንኪ,ጥላቻ
ይህ ዲያቆን ሚባል ቆማጣ እዚህ ምን ያረጋል,ጥላቻ
መሰረት ሞላ የቆማጣ ዘር ከዚህ ውጪ,ጥላቻ
ምድረ ሰፋሪ ቆማጣ ኦሮሞ ትልቅ ህዝብ መሆኑን አምነህ ካልተቀበልከ ከሰፈርክበት ትባረራለህ ,ጥላቻ
ለማኝ ውጣ ከዚህ የበግ ሌባ ውጣ ከዚህ ኦሮሞ ጨዋ ነው አታበላሸን,ጥላቻ
ለምን መቀሌ አላደረከውም መሀይም ለማኝ ወያኔ,ጥላቻ
ቆማጦች ከምትሳደቡ ለማኝ ቆማጦች ዘመጀዶቻቹን ለምን ከጊዮርጊሰ በረንዳ ላይ አታነሷቸውም,ጥላቻ
ለማኝ አሽቃባጭ ልጣፊ ,ጥላቻ
ሌባ ዘረ የምንሊክ ልጅ ለማኝ ምን አመጣህ ,ጥላቻ
አንቺ የለማኝ ልጅ,ጥላቻ
አንቺ ዲቃላ ባለጌ የትኛው ሀይማኖት ነው ተሳደቡ የሚል ወሬ ብቻ ነብዪ ሙሀመድ የትታ ቂያለሽ እሳቸው ምን አረጉሽ እሰኪ ወንድ ከሆነችሁ በሳቸው ምትክ እኔን ግደሉኝ ለማኝ የማንንም ሀይማኖት አንሳደብም እ ነውር ነው,ጥላቻ
አንቺ ለማኝ ቂጥሽን የማታጥቢ ጥንብ ነሽ,ጥላቻ
ትግሬ እናታችሁ ትበዳ መቀሌን የአማራ ነው የምናረጋት,ጥላቻ
የምትባል እናት ትበዳ ,ጥላቻ
ህግ የለም ፍትህ የለም ማን ገደለው እናታችሁ ትበዳ,ጥላቻ
እናታችሁ ትበዳ ሌባ ሁሉ,ጥላቻ
እናታችሁ ትበዳ አምና አትቀንሱም ነበር,ጥላቻ
እናታችው ትበዳ,ጥላቻ
እናት ትበዳ መቸም አሰብ አታገኝም አሁንም የአባቶቻችን ታሪክ ጅግንነት እንደግምዋለን,ጥላቻ
እናትህ ትበዳ ያ ሁሉ ሰው ሲያልቅ የት ነበርክ ስልጣን ብቻ ነው ምትፈልጉት ዛሬም ተኮስ አይደል ታያለህ እናትህ ትነፋ,ጥላቻ
ፖስተር አብይ እውነት ለኢኦቤን ተቆርቁሮ ነው ይሄ ቡሽቲ ጴንጤ እናቱን ትበዳ ይሄ ከብት ውሻ የስራውን ያገኛል,ጥላቻ
እናታችሁ ትበዳ አምና አትቀንሱም ነበር,ጥላቻ
የጋላው ዘር በመሆኔ እጅግ እኮራለው ጥንብ ሁላ,ጥላቻ
አብይ ለማየት ለመስማት ብለን ስንመጣ ጥንቦች ዘረኞች እንይ ጥንብ ኦነጎች አይገባችሁም እንዴ የኢትዮጵያ መንግስት ነው የምትቀበሉት ዶውድ ኢብሳን አይደለም የምትቀበሉት ምድረ ዘረኛ ሁላ ,ጥላቻ
ለአዲስ አበባ ከንቲባነት የማይመጥን የዶር አብይ ዘረኛነት የሾመው ጥንብ ዘረ ኦነግ ነው,ጥላቻ
ጥንብ የሞትሽ ቆሻሻ ወሬ ብቻ ጉራ ብቻ ገደል ግቢ አንችም ሰው ሁነሽ ,ጥላቻ
ሁለተኛው ሚኒሶታ ቱ ምድረ ጥንብ ዘረኛ ሁላ,ጥላቻ
ምድረ ጥንብ ሁላ ሲጀመር አንተ ስለ መሳሪያ ምን ታውቃለህ ደደብ አዲስ አበባ ተጎልተህ ድራፍትና ሴት ስትሸረሙጥ አደር ዋል አንጂ ስለ መሳሪያ የት አባክ ስታውቅ ነው መሳሪያን የሚያውቅ የወንዶች አገር አማራ ክልል ትግራይ ክልል ነው አንተ አዲስ አበባ ተጎልተህ ጫትህን ሲጋራህን አጭስ ቀሽም መጀመሪያ መሳሪያ የጠላት መጠበቂያ ነው ሁለተ መሳሪያ ላዲስ አበባ ሳይሆን ለመለው አማራ ገበሬ አስፈላጊ ስለሆነ ነው ስለዚህ ስለ መሳሪያ አያያዝም ሆነ ስለ መሳሪያ ማንነት ሳታውቅ አዚህ ኮሜንት ትደሰኩራለህ ለዚህ ማንህም ጭንቅላትህን አሰረው ሚሰራ ከሆነ ሁለተ ነገር ፍየል ገብቶበት ተባለ አንጂ አጥብቆ ስላበረረው ነው የተገለበጠው በቴክኒክ ቺግር ስለዚህ ስለ መሳሪያ ሳታውቅ አትደንፋ,ጥላቻ
ብሄር እየለዩ ሰው የሚያርዱ የሚሰቅሉ ንብረት የሚዘርፉና የሚያቃጥሉ የኦሮሞ ቄሮን እየተንከባከቡ የአዲስ አበባን ወጣቶች ጫት ቃሙ ሽሻ ሳቡ በሚል ሰበብ እያሰሩ ማሰቃዬት የነ አብይ ጥንብ ዘረኛነት ነው,ጥላቻ
አንተ ትል እድሪስ መሀመድ ጥንብ ነህ ከመሳደብ በቀር ሌላ ነገር አታወራም,ጥላቻ
አንቺ ደንቆሮ ስለእስልምና ምን ታቂያለሺ እናንተም ታምናላቺሁ አደል ጣውላ ቅርጲ ግማታም ሸታታ ክርፋታም ሻሻ,ጥላቻ
አንቺ ግማታም ስለራስሽ ንፀህና የለለሽ አንቺ እኮ ሰው የጠላሽ ጠረንሽ ሰው የማያስቀረብ ልጅ ነሽ አቅሻለሁ ግማታም ነሽ,ጥላቻ
አንቺ ግማታም ቂጥሽ ሳጠርጊ እሳቸው ላይ ፊጥ ትያለሽ አላህ እንደው ለሌላው ማስተማሪያ ይሆን ዘንድ ለየት ያለ በላ ያውርድብሽ ያላህ ያረቢ,ጥላቻ
አንቺ ግማታም ውሻ ጥንብ አንቺን አጋሎ ማረዲ ነበር,ጥላቻ
አንች ግማታም የገማሽ ነገር ነሽ እሽ ድሮስ ከገማ ምን ይጠበቃል አህያ በእግርሽ ነው የምታስቢው ደነዝ,ጥላቻ
እውነት ለመናገር እኛ ኦሮሞዎች ጥበብ እና ጀግንነት አይወድልንም ጠበብን እና ጀግነትን ተገንዝበን አያከብርም ጣይቱም ትሁን ምንሊክ ከበላይ ኦሮሞ ናቸው ነገር ግን ኦሮሞ ሞኝ ነን ብዙ ግዜ በወደ ሀላ እንቀራለን አማራ የወደደው እና ያደነቀው ነገር ሁሉ የአማራ ይመስለናል በዚህም ጀግኖቹን እና ጠቢባኑን መጠቀም ሳይችል ለሌሎች አሳልፎ ይሰጣል ጀግኖቻችን እና ጠቢባኖቻችን በሌሎች ይደረሉ,ጥላቻ
እዳች ያለውን እረካሽ መሬት አይቀበልሽም ብትሞች እሜዳ ላይ ወድቀሽ አሞራ እንኳን አይነካሽም ለሳት ይበልሽ አች የገማሽ ግም,ጥላቻ
ቦሀቃ ክርፋታም አላህ ይክላሽ,ጥላቻ
ሌባ ከማለትህ በፊት አራስክን ፈትሸው ደነዝ ,ጥላቻ
መሪው ተገኝቶ ተሙቶ ደነዝን ደነዝ ይመረዋል,ጥላቻ
መቸነው ህግ ያስከበርከው አፈር ብላ አንተ ደነዝ ዛሬ ነው ጠብንጃ ነጠቀ ብለህ መግደል የጀመርከው ትናት የት ነበርክ ቡራዮ ሲጨፈጨፍ የት ነበርክ አንተ ደንቆሮ,ጥላቻ
ምድረ ደነዝ ሁላ እንዲህ አስተምራቸው እንጂ እነሱ እንደው አጨብጭቦ መውጣት ነው እንጂ ሌላ ስራ የላቸው ,ጥላቻ
በአማራ ህዝብ ምትነገዱ ሁላ ባገርም በውጪም ያላቹገና አናታቹ ላይ እቦጭ ይበቅላል ገና መች አያቹ ስራቹ እችን አገር መበታተን ነው ላማራ ህዝብ የቆማቹ እየመሰላቹ ባማራ ህዝብ ትቀልዳላቹ መቼም አይሳካላቹም ደነዝ ሁላ,ጥላቻ
አሁን እናንተ እዛ ሩቅ ሆናችሁ ራያ የአማራ ነው ወልቃይት የአማራ ነው ዱባይ የአማራ ነው አዲስ አበባ የአማራ ነው እያላችሁ የምትጋግሩትና የምታጦዙት ከፋፋይ ወሬ እዚህ ያለነው ሰዎች በፍፁም አይወክልም እንደዚህ አይነት የደነዝ ጥያቄ እየለንም,ጥላቻ
እርካሽ ውሻ አርቆ የማያስብ ደነዝ ጭቅለት ይዘሻል ወላሂ እምለለሁ አንቺን በአካል ባገኝሽ እንደ ሽንኩርት እከታትፍሽ ነበር,ጥላቻ
እኔ በነፈስበት አልነፍስም ደነዝ ,ጥላቻ
እንዳቺ አይነቱን ከእውቀት ነፃ ሴት ግን አናውቅም ብቻ ምን አለፋሽ ማንነትሽን ነው ያወራሽው አባትሽ እንደዚ ያደርጉ ነበር መቼም ልጅ ያየውን ነው የሚያወራው ደነዝ ብልግና ነው የምትገልጭው,ጥላቻ
እንድሳደብ ያስገደዴኝ ያንተ የማሰብ ችሎታ ነው አንተ ደነዝ,ጥላቻ
ኧረ ክደቱ እየተማርክ ምዲሞክራሲ አይገባህም አንት ደነዝ ስንቱን አስገድለህ መቸውንም ቢሆን ህዝብ አትወክልም,ጥላቻ
እነ ጁሀርና መሰሎቹ ሚፈልጉት ይሄ ስለሆነ ተሳካላቸው በድብቅ ሰው ጨርሰው ሰላማዊ ሰው መስለው በመንግስት ያሳብባሉ ምክንያቱም ደግሞ ህዝብና መንግስት ለማጣላትና ለመራራቅ ስለሆነ ፍላጎታቸው በጣም ተሸወዳቹ ህዝቡ እንደ እናንተ ደንቆሮና ተላላ ይመስላቸዋል ምድረ ንፍጥ ጭንቅላት,ጥላቻ
እናትህ አፈር ትብላልህ ምናለ ባያቀርቡት እበት የሆነ ደንቆሮ,ጥላቻ
እናንተ ዝምባም ደንቆሮዎች ወያኔ ቂጣችሁን ይብዳ ቅማላሞች,ጥላቻ
እናንተ የደንቆሮ ልጆች ጋዜጠኛ ተብየ ምልክቶች ሁላችሁም ገደል ግቡ ምናለ ሁሉንም ሳላይ በሞትኩ ,ጥላቻ
እናንተ ደደቦች ከክፍል ታፍሰሽ እየገባችሁ ደሜን አታፍሉት ተለላኪ ባንዳ ሁላ ሀገራችን ህዝባችን እያለቀ አሸነፈ ምናምን ደንቆሮዎች የቆርቆሮ ዘሮች,ጥላቻ
ሁሉም ተደምሯል ከሚኒሊክ ሰፋሪ ውጭ,ጥላቻ
ሂድና ለኦሮሞ ብቻ ንገራቸው ለምትሉ ሀገር አጥፊ የሚኒሊክ ሰፋሪዎችም ይመለከታል አዳምጡ,ጥላቻ
ለላሊበላ በተለመነው ብር ዶክተር ጫማ ጫማ ልግዛበት አሉ አይይይ ሰፋሪ ቆማጦች,ጥላቻ
ምድረ ሰፋሪና ወላሞ ጮህክ አይደል በቅርቡ ወደ መጣህበት ትላካለህ ሸገር አትመጥናችሁም የአህያ ጥርቅም,ጥላቻ
ምድረ ሰፋሪዎችን ወደ መጡበት ለመመለስ በቅርቡ ወደ ሀገር ውስጥ እናስገባዋለን,ጥላቻ
እንዲሁም እነ ጀዋር መሀመድ ፀጋዬ አራርሳ ሀንጋሳ ኢብራሂም ግርማ ጉተማ አምቦ ኡርጌ መሀመድ ከድር ተጎዲ ጂጂ ኪያቦንሳ ኦሮሚያ ቢራ ገመዲ እና ሌሎችም የኦሮሞ አክቲቪስቶች በፌስ ቡክ የአዲስ አበባን ህዝብ  ሰፋሪ የሴተ አዳሪ ልጅ እንጨፈጭፋችኋለ ልክ እናገባችኋለን እያሉ ቄሮን ለግድያ ሲያነሳሱ የነበሩ ለፍርድ ይቅረቡልን,ጥላቻ
እኛ አማራዎች አገር የሰራን የአገር ባለቤት እንጂ ሰፋሪዎች አይደለንም ,ጥላቻ
እጅነር ታከለ ምን ያርጋቹ ይሸከማቹ የሚሊሊክ ሰፋሪዎች ባዲራቹ አይወክለንም የአንድ ብሄር የአንድ ሀይማኖት,ጥላቻ
ቦቅባቃ ሁላ ትንሽ ስትነኩ የምን መንቦቅቦቅ ነው ቀድሞ ጥሩ ኢትዮጵያ መሆን ነው በቄሮ ማሳበብ ሌላ ማጥ ውስጥ መግባት ነው ቄሮ ለባለጌና ለስድ አደግ ቦታ ዬለውም ምርጥ ኢትዮጵያ ቄሮ ነው,ጥላቻ
ቦቅባቃ ፊንፊኔ ለማን ቀርባ ነው አትገቡም ምትል አየሆው አይደል ከተነሳ እንኳን ለቦቅባቃ አማራ ጎሬቤት ሀገር ኩሽ እንኳን አያቆመውም ብራቦ ፈሳሙ ፋሰል አሁን ነው ከስቅ ዋንጫ መግዛት,ጥላቻ
በዚች ወዲ ሸርሙጣ ሲበሳጭ አየሁት እንዲያው አንተን የሚያክል ትልቅ ሰው የእነዚህ አይነት ሰዎች ማንነት ሳይገባህ ቀርቶ ነው,ጥላቻ
ይህ ቅማላም ትግሬ ሲያንሰው ነው ገና ያብዳል,ጥላቻ
ኢህአዴግ ሳያስብ የሚያደርገው ነገር የለም ለዚህ ተግባር እራሳቸውን አሳልፈው የሚሰጡ ደግሞ ጥቀመኛ ካድሬዎች መተው የአዞ እንምባውን ቢረጭ መስሚያ የለኝም,መልካም
ኢትዮጵያ ሀገርህ መሆኗ ትዝ የሚልህ ቢራ ለመሽጥ ከሆነ እውነትም አንተ ሰካራም ነህ,መልካም
ኢትዮጵያ ለራሱ ከሚያስበው በላይ የሚያስብልሽ መልካም ንጉስ ይስጥሽ እርፎ መረባ መረባ ,መልካም
ኢትዮጵያ ለዘላለም ትኑር,መልካም
ኢትዮጵያ የወያኔ ብቻ አይደለችም,መልካም
ኢህአዴግ መልኩን እየቃያየረ በሀዉዚን ህዝቦች ደም እና በመለስ ቱታ ሲቀጥል እንደ ፋና ባለ ኬሻ ተሸፍኖ ይኖራል,መልካም
እስከ መቼ ነው ይህች ውድ ና ታላቅ አገር የማህበራዊ መገናኛ መጫወቻ እና መላገጫ ሆና የምትቀጥለው መንግስት ህግ ና ስርአትን ማስከበር አለበት ህገመንግስታዊ ስርአቱ መከበር አለበት ዲሞክራሲ ና ጡንቻ አብረው ነው የሚጓዙ ልክ እንደ ምዕራቡ ዓለም መብት ና ግዴታ አብረው ነው የሚጓዙ,መልካም
እሺ ፋናዎች ስብሰባው ላይ ቀጣይ ንፁሃን ዜጋን የሚቀሉበት አካባቢ ሊወያዩ ነው አይደል እስኪ ጀግና ሁኑ ሚስጥራቸውን አውጡ በተቻላችሁ መጠን ደግሞ ከሰሟችሁ ሰላም የሚመጣው እንደ ማህተመ ጋንዴ በ ጥሩ ቃላቶች ወይም እንደ ኒልሰን ማንዴላ በብዕር እንጂ ሰላም ለማምጣት ሰላማዊ ዜጎችን በማፈን በማሰር ና በመግደል እናዳልሆነ ንገሯቸው ,መልካም
ጂላጂል ዲያስፖራዎች ገንዘባቸውን ለትግሬዎች አስረክበው ቦታ ይሰጠናል ሲሉ ራሳችሁ ቦታ ፈልጋችሁ ስሩ ብሎ ቁጭ አለ እናንተማ ድሃውን አፈናቅላችሁ ቤት ሰርታችሁ,መልካም
እናንተ ማፈሪያዎች እስቲ በህዝብ ግብር እንደቆመ ድርጅት አስቡ አንድ ቀን እንኳ ለህሊናችሁ ኑሩ እስከመች የአንድ ፓርቲ ልሳን ሆናችሁ ትኖራላችሁ አሁንማ በይፋ የገዥው ፓርቲ ልሳን የሆኑት ሚዲያዎች ክእናንተ የተሻለ የህዝብን ፍላጎት ያስተናግዳሉ,መልካም
እኔ ሁሌም እምቦጭን ሳስብ መንግስት እንዴት ዘመናዊ ማሽን አያስመጣም ጣናን ያክል ነገር በ አረም ሲወረር እንዴት ዝም ይላል እያልኩ ግር እሰኛለው አሁንም ግን የገዛው ባለሀብት ነው,መልካም
ኢሕአዴግና አጋሮቹ በጊዜያዊ ውጤት ሙሉ በሙሉ ማሸነፋቸው በመድበለ ፓርቲ ሥርዓቱ ላይ ጥያቄ አስነሳ,መልካም
እሺ ልሁን በቃ ግን ጥዬሽ እንደማልበላ ታዉቂያለሽ አይደል,መልካም
እንኳን ለብርሃነ ልደቱ አደረሳችሁ በርግዶላችኋል ,መልካም
እንደ ጀመርነው እንጨርሰው መሆን አለበት መቼስ ስብሰባቹ ህዝብን ልትጨርሱ ,መልካም
እንደዛም ብሎ ነበር ካለም ለህዳር ሀያ ዘጠኝ ተፅፎ የተሰጠውን ሲያነብ ይሆናል ,መልካም
እንዴ ከደርግ የባሰ እንደምትገድሉን እርግጥ ነዉ ጭራሽ ጓድ መባባል ጀመራችሁ ትንሽ ጓድ መባባሉ ይከብዳችዃል መጀመረያ ኢትዮጵያዊ መሆን ይጠበቅባችዃል,መልካም
እንጀራ በርበሬ ምናምን ካማራችሁ ለቤተሰብ ገንዘብ ልካችሁ በንፅህና የተሰራውን በ ዲኤችኤል አስመጡ አለቀ ዳያስፖራዎች  ምግብ የተትረፈረፈበት ምድር ተቀምጣችችሁ መስገብገብ ወያኔ ንፁህ ነገር ሊያበላችሁ ይታያችሁ,መልካም
እንግዲህ አሁን በሙስሊም መሪዎች ላይ ፍርደ ገምድል ያሳለፈውን ነገም ይህንኑ በዞን ዘጠኞች ላይ የሚደግመውን እዚህ አሜሪካ ተንፈላስሼ በምኖርበት ቀዬ ወይም ተሳፍሬ,መልካም
እንጥሽ ነገረኛን ምላሰኛን ያዝልኝ ሌላ ምን ይባላል ጉልበተኛ ይዘዝብሽ,መልካም
እኛ ያልነው ኢፍትሀዊ የሀብት ክፍፍል አይኑር ለምሳሌ ትግራይ ለ አምስት ሚሊየን ህዝብ ስልሳ ኢንደስትሪ አለ አማራ ለሃያ አምስት ሚሊየን ህዝብ አምስት ኢንደስትሪ ኦሮሚያ ለሰላሳ ሚሊየን ህዝብ ከአስር በታችየዲግሪ ምሩቃኖች ስራ ይፈጠርልን የተማረ ይግዛን ዲፕሎማና ቲታይ በዲስታንስ ተምረው አያጭበርብሩን,መልካም
እዚች አገር ላይ የመንግስት መስሪያ ቤቶች እና መንግስት ስብሰባ እንደማብዛቱ ስብሰባ ኤክስፖርት ቢደረግ ከዓለም አንደኛ ሆነን ዶላር እንደጉድ ባስገባን ነበር,መልካም
እግዚአብሄር ለሃገራችን ሰላም ያምጣ,መልካም
እግዚአብሄር ዘፈን ሲያምረው ትግሬን ያጠግባል የሚባለው ተረት,መልካም
እግዚያብሄር ኢትዮጵያን አስባት,መልካም
ከመጀመሪያው ብለን ነበር የሚሰማን አጣን እንጂ አሁንም ተገቢ እርምጃ መወሰድ አለበት እነሱ ከጉልበት ውጭ በሌላ አያምኑም  ዱላ አህያ ያንፃታል እንጂ አይጎዳትም,መልካም
ከምንልከው የውጪ ምንዛሪ ግማሹ ለነደብረጽዮን መግዣ እየዋለ ያለበት ሁኔታ ነው ያለው ,መልካም
ከስንት ሺ የሞተ ህዝብ የአስራ ሰባት የፀጥታ ሃይሎች ብቻ ነው የታዩ ይገርማል ,መልካም
ከቄሮ የተሰጠ ቀጣይ ትግል ፖወር ላየኖች ቦቴዎች በተገኙበት በመትረየስ በመላ ሀገሪቱ ላይ እርምጃ ይወሰድባቸዋል ቦቴ የሚነዳ ለመሞት ካልወሰነ በቀር እንዳይሞክራት የመብራት ስልክ ውሃ ካርታ ቄሮ እጅ ገብታል የአዲስ አበባ እንደ እስፈላጊነቱ,መልካም
ሰው ብትሆን ይሄን አታስብም ይሄኔ ውጭ አገር ቁጭ ብለህ ነው ግደል አጥፋ የምትለው ,መልካም
ከትግራይ ክልል ውጭ ከሆንክ በተግባር ማየት ከፈለክ እውነት አንተ ወንድ ነህ ያለህበትን ንገረኝ,መልካም
ከኣንድ ወር በኋላ እንፈታለን እያሉ ሃገር እየተጎዳች ነው መንግስት ማሰር ኣይደለም ፊት ለፊት ለ ኣጥፊዎች እርምጃ መውሰድ ኣለበት ኣብዛኛው ሕብረተሰብ ሰላም ፈላጊ ነው,መልካም
ከእያንዳንዱ አምባሳደር ጀርባ መልካም ዲፕሎማት ሚስት አለች ,መልካም
ከጥጃ ቀንዳም ከልጅ ሆዳም ከሽማግሌ ጉረኛ ከጎረቤት ምቀኛ ከሚስ ቀናተኛ ይሰውረን ካካካካካ,መልካም
ካድሬ እና ስርአቱ የፈጠረለትን የዘረፋ መንገድ ተጠቅሞ ያለፈለት አብረን እንደግ የሚል መፈክር ለህዝብ ሲያስተላልፍ ማንበብ መስማትና ማየትን የመሰለ አስቂኝ ነገር ምን አለ,መልካም
ወይ እነሱ አይመጡ ወይ እኛ አንሻገር መልካው ጦም አደረ የሁለት ፈሪ አገር ,መልካም
ወዳጄ ሆዶ የሚለውን መጠሪያ ወደ አንድ ብሄር በተጠጋ አውድ ሆዳም ሊህቃንን ለመውቀስ ይጠቀምበታ እኔ በዚህ አልስማማም ከሁሉም ብሄሮች የተውጣጡ ሆዶዎች ተከማቹት ውስጥ በተለይም በጤናው መስክ ነው ይከተሉኝ,መልካም
ወገኔ ይሕ በደንብ ከገባህ ወያኔ እየገደለ ያለው የትግሬን የበላይነት ለማስጠበቅ አቅዶና ተዘጋጅቶ ነው ማለት ነው,መልካም
ወገን አንዳንድ ማለት በዚህ አግባብ ሆዳም ማለት መሰለኝ ,መልካም
ወጣትነትህን ለመኖር ፈሪ ራስ ወዳድ ደደብ ግዴለሽ አድርባይ ሆድ አምላኩ መሆን አለብህ ማለት ነው,መልካም
ውይይታቸው የሰመረ ስለሀገራችን ሰላምና ልማት ልዩነቶችን ወደ ጎን በመተው ከሁሉም በላይ ሀገርና ህዝብ የሚበልጥ መሆኑን ማሳያ ውሳኔዎች ተግባብተው የሚወስኑበት ጠላቶቻችንን የሚያሳፍር ኢህአደጋዊ ባህሪያችን በተግባር የሚታይበት እንዲሆን እመኛለሁ,መልካም
ዘነበ ወርቅ የተባለው ሰፈር ግን ወርቅ ዘንቦበት ነው ምናለ ኮረት ዘንቦበት ብትሉት ሰፈሩን እንኳን ወርቅ ዘንቦበት ሰፈር ኮረት ፈሶበት ሰፈር ለመባል አልበቃም የትግሬዎች ሰፈር መሰለኝ አይደል ግን ማለቴ ወርቂ ትግራይ ስለሚሉ ነው በብዛት ኮረት የናፈቀው ሰፈር ወርቅ ዘነበ ሰፈር እንዴት ይባላል መልከ ጥፉን በስም ይደግፉ ነው ግን የኛ የኢትዮጵያዊኖች ዘዴ,መልካም
ዛሬ ሰላም ሰላም ማለት አበዛችሁሳ እስከ ዛሬ ሰላም ነበርነ ነው የኦሮሞ ህዝብ መጨፍጭፍ የኦሮሞ ከቀየው መሰደድ የኢትዮጵያን ሰላም አይነካም እስቲ መልስሉኝ  ነው ኦሮሞ ኢትዮጵያዊ አይደለም እዚህ ላይ ሰላም ለአገሬ የሚል ሰው ሳይ ጭራሽ እንደ እከክ ቁስል ይቀፈኛል ,መልካም
ዝም ብሎ መቀባጠር ሣይሆን አገር ሥትበጠበጥ ለግብፅ ላሻዕቢያና ለአልሸባብ እንዲሁም ለሃይማኖት አክራሪነት ራሣችንን እያመቻቸንና የበለጠ አገሪቷን ለውድመት እያዘጋጀን መሆኑን አንዘንጋ  ዛሬ ታቃጥላለህ ነገ ደግሞ በተራህ በጠላትህ እንደምትቃጠል አትዘንጋ  ሥለዚህ ቆም ብለህ አሥብ ,መልካም
የህዝቡን ጥቅም መሰረት ያላደረገ አሰራር መከተል ውጤቱ የዜሮ ድምር ይሆናል,መልካም
